case_name,maximum_bs_curvature,maximum_curvature
case_files\Case2-0.625-13.5-60D_30,0.219035,0.219035
case_files\Case2-0.625-13.75-60D_30,0.218703,0.218703
case_files\Case2-0.625-14.0-60D_30,0.218361,0.218361
case_files\Case2-0.625-14.25-60D_30,0.218008,0.218008
case_files\Case2-0.625-14.5-60D_30,0.217645,0.217645
case_files\Case2-0.625-14.75-60D_30,0.217276,0.217276
case_files\Case2-0.625-15.0-60D_30,0.216896,0.216896
case_files\Case2-0.625-15.25-60D_30,0.216508,0.216508
case_files\Case2-0.625-15.5-60D_30,0.216114,0.216114
case_files\Case2-0.625-15.75-60D_30,0.215711,0.215711
case_files\Case2-0.625-16.0-60D_30,0.215302,0.215302
case_files\Case2-0.625-16.25-60D_30,0.214886,0.214886
case_files\Case2-0.625-16.5-60D_30,0.214465,0.214465
case_files\Case2-0.625-16.75-60D_30,0.214038,0.214038
case_files\Case2-0.625-17.0-60D_30,0.213606,0.213606
case_files\Case2-0.65-8.0-60D_30,0.203847,0.203847
case_files\Case2-0.65-8.25-60D_30,0.204160,0.204160
case_files\Case2-0.65-8.5-60D_30,0.204423,0.204423
case_files\Case2-0.65-8.75-60D_30,0.204640,0.204640
case_files\Case2-0.65-9.0-60D_30,0.204815,0.204815
case_files\Case2-0.65-9.25-60D_30,0.204951,0.204951
case_files\Case2-0.65-9.5-60D_30,0.205051,0.205051
case_files\Case2-0.65-9.75-60D_30,0.205116,0.205116
case_files\Case2-0.65-10.0-60D_30,0.205151,0.205151
case_files\Case2-0.65-10.25-60D_30,0.205157,0.205157
case_files\Case2-0.65-10.5-60D_30,0.205135,0.205135
case_files\Case2-0.65-10.75-60D_30,0.205089,0.205089
case_files\Case2-0.65-11.0-60D_30,0.205019,0.205019
case_files\Case2-0.65-11.25-60D_30,0.204928,0.204928
case_files\Case2-0.65-11.5-60D_30,0.204815,0.204815
case_files\Case2-0.65-11.75-60D_30,0.204683,0.204683
case_files\Case2-0.65-12.0-60D_30,0.204533,0.204533
case_files\Case2-0.65-12.25-60D_30,0.204366,0.204366
case_files\Case2-0.65-12.5-60D_30,0.204183,0.204183
case_files\Case2-0.65-12.75-60D_30,0.203985,0.203985
case_files\Case2-0.65-13.0-60D_30,0.203773,0.203773
case_files\Case2-0.65-13.25-60D_30,0.203547,0.203547
case_files\Case2-0.65-13.5-60D_30,0.203309,0.203309
case_files\Case2-0.65-13.75-60D_30,0.203059,0.203059
case_files\Case2-0.65-14.0-60D_30,0.202798,0.202798
case_files\Case2-0.65-14.25-60D_30,0.202525,0.202525
case_files\Case2-0.65-14.5-60D_30,0.202244,0.202244
case_files\Case2-0.65-14.75-60D_30,0.201952,0.201952
case_files\Case2-0.65-15.0-60D_30,0.201652,0.201652
case_files\Case2-0.65-15.25-60D_30,0.201343,0.201343
case_files\Case2-0.65-15.5-60D_30,0.201026,0.201026
case_files\Case2-0.65-15.75-60D_30,0.200702,0.200702
case_files\Case2-0.65-16.0-60D_30,0.200372,0.200372
case_files\Case2-0.65-16.25-60D_30,0.200033,0.200033
case_files\Case2-0.65-16.5-60D_30,0.199689,0.199689
case_files\Case2-0.65-16.75-60D_30,0.199339,0.199339
case_files\Case2-0.65-17.0-60D_30,0.198983,0.198983
case_files\Case2-0.675-8.0-60D_30,0.186408,0.186408
case_files\Case2-0.675-8.25-60D_30,0.186824,0.186824
case_files\Case2-0.675-8.5-60D_30,0.187193,0.187193
case_files\Case2-0.675-8.75-60D_30,0.187515,0.187515
case_files\Case2-0.675-9.0-60D_30,0.187795,0.187795
case_files\Case2-0.675-9.25-60D_30,0.188034,0.188034
case_files\Case2-0.675-9.5-60D_30,0.188236,0.188236
case_files\Case2-0.675-9.75-60D_30,0.188405,0.188405
case_files\Case2-0.675-10.0-60D_30,0.188541,0.188541
case_files\Case2-0.675-10.25-60D_30,0.188647,0.188647
case_files\Case2-0.675-10.5-60D_30,0.188725,0.188725
case_files\Case2-0.675-10.75-60D_30,0.188777,0.188777
case_files\Case2-0.675-11.0-60D_30,0.188804,0.188804
case_files\Case2-0.675-11.25-60D_30,0.188809,0.188809
case_files\Case2-0.675-11.5-60D_30,0.188792,0.188792
case_files\Case2-0.675-11.75-60D_30,0.188754,0.188754
case_files\Case2-0.675-12.0-60D_30,0.188698,0.188698
case_files\Case2-0.675-12.25-60D_30,0.188624,0.188624
case_files\Case2-0.675-12.5-60D_30,0.188533,0.188533
case_files\Case2-0.675-12.75-60D_30,0.188427,0.188427
case_files\Case2-0.675-13.0-60D_30,0.188305,0.188305
case_files\Case2-0.675-13.25-60D_30,0.188170,0.188170
case_files\Case2-0.675-13.5-60D_30,0.188021,0.188021
case_files\Case2-0.675-13.75-60D_30,0.187858,0.187858
case_files\Case2-0.675-14.0-60D_30,0.187685,0.187685
case_files\Case2-0.675-14.25-60D_30,0.187501,0.187501
case_files\Case2-0.675-14.5-60D_30,0.187305,0.187305
case_files\Case2-0.675-14.75-60D_30,0.187099,0.187099
case_files\Case2-0.675-15.0-60D_30,0.186884,0.186884
case_files\Case2-0.675-15.25-60D_30,0.186661,0.186661
case_files\Case2-0.675-15.5-60D_30,0.186430,0.186430
case_files\Case2-0.675-15.75-60D_30,0.186190,0.186190
case_files\Case2-0.675-16.0-60D_30,0.185944,0.185944
case_files\Case2-0.675-16.25-60D_30,0.185688,0.185688
case_files\Case2-0.675-16.5-60D_30,0.185427,0.185427
case_files\Case2-0.675-16.75-60D_30,0.185159,0.185159
case_files\Case2-0.675-17.0-60D_30,0.184885,0.184885
case_files\Case2-0.7-8.0-60D_30,0.170461,0.170461
case_files\Case2-0.7-8.25-60D_30,0.170958,0.170958
case_files\Case2-0.7-8.5-60D_30,0.171408,0.171408
case_files\Case2-0.7-8.75-60D_30,0.171810,0.171810
case_files\Case2-0.7-9.0-60D_30,0.172168,0.172168
case_files\Case2-0.7-9.25-60D_30,0.172488,0.172488
case_files\Case2-0.7-9.5-60D_30,0.172771,0.172771
case_files\Case2-0.7-9.75-60D_30,0.173019,0.173019
case_files\Case2-0.7-10.0-60D_30,0.173237,0.173237
case_files\Case2-0.7-10.25-60D_30,0.173423,0.173423
case_files\Case2-0.7-10.5-60D_30,0.173582,0.173582
case_files\Case2-0.7-10.75-60D_30,0.173714,0.173714
case_files\Case2-0.7-11.0-60D_30,0.173821,0.173821
case_files\Case2-0.7-11.25-60D_30,0.173905,0.173905
case_files\Case2-0.7-11.5-60D_30,0.173969,0.173969
case_files\Case2-0.7-11.75-60D_30,0.174011,0.174011
case_files\Case2-0.7-12.0-60D_30,0.174034,0.174034
case_files\Case2-0.7-12.25-60D_30,0.174039,0.174039
case_files\Case2-0.7-12.5-60D_30,0.174027,0.174027
case_files\Case2-0.7-12.75-60D_30,0.173998,0.173998
case_files\Case2-0.7-13.0-60D_30,0.173954,0.173954
case_files\Case2-0.7-13.25-60D_30,0.173896,0.173896
case_files\Case2-0.7-13.5-60D_30,0.173824,0.173824
case_files\Case2-0.7-13.75-60D_30,0.173741,0.173741
case_files\Case2-0.7-14.0-60D_30,0.173646,0.173646
case_files\Case2-0.7-14.25-60D_30,0.173537,0.173537
case_files\Case2-0.7-14.5-60D_30,0.173418,0.173418
case_files\Case2-0.7-14.75-60D_30,0.173289,0.173289
case_files\Case2-0.7-15.0-60D_30,0.173150,0.173150
case_files\Case2-0.7-15.25-60D_30,0.173001,0.173001
case_files\Case2-0.7-15.5-60D_30,0.172844,0.172844
case_files\Case2-0.7-15.75-60D_30,0.172680,0.172680
case_files\Case2-0.7-16.0-60D_30,0.172508,0.172508
case_files\Case2-0.7-16.25-60D_30,0.172330,0.172330
case_files\Case2-0.7-16.5-60D_30,0.172142,0.172142
case_files\Case2-0.7-16.75-60D_30,0.171948,0.171948
case_files\Case2-0.7-17.0-60D_30,0.171748,0.171748
case_files\Case2-0.725-8.0-60D_30,0.155938,0.155938
case_files\Case2-0.725-8.25-60D_30,0.156495,0.156495
case_files\Case2-0.725-8.5-60D_30,0.157003,0.157003
case_files\Case2-0.725-8.75-60D_30,0.157468,0.157468
case_files\Case2-0.725-9.0-60D_30,0.157893,0.157893
case_files\Case2-0.725-9.25-60D_30,0.158276,0.158276
case_files\Case2-0.725-9.5-60D_30,0.158624,0.158624
case_files\Case2-0.725-9.75-60D_30,0.158940,0.158940
case_files\Case2-0.725-10.0-60D_30,0.159225,0.159225
case_files\Case2-0.725-10.25-60D_30,0.159479,0.159479
case_files\Case2-0.725-10.5-60D_30,0.159705,0.159705
case_files\Case2-0.725-10.75-60D_30,0.159906,0.159906
case_files\Case2-0.725-11.0-60D_30,0.160082,0.160082
case_files\Case2-0.725-11.25-60D_30,0.160235,0.160235
case_files\Case2-0.725-11.5-60D_30,0.160367,0.160367
case_files\Case2-0.725-11.75-60D_30,0.160479,0.160479
case_files\Case2-0.725-12.0-60D_30,0.160571,0.160571
case_files\Case2-0.725-12.25-60D_30,0.160646,0.160646
case_files\Case2-0.725-12.5-60D_30,0.160703,0.160703
case_files\Case2-0.725-12.75-60D_30,0.160745,0.160745
case_files\Case2-0.725-13.0-60D_30,0.160771,0.160771
case_files\Case2-0.725-13.25-60D_30,0.160782,0.160782
case_files\Case2-0.725-13.5-60D_30,0.160780,0.160780
case_files\Case2-0.725-13.75-60D_30,0.160765,0.160765
case_files\Case2-0.725-14.0-60D_30,0.160738,0.160738
case_files\Case2-0.725-14.25-60D_30,0.160700,0.160700
case_files\Case2-0.725-14.5-60D_30,0.160650,0.160650
case_files\Case2-0.725-14.75-60D_30,0.160590,0.160590
case_files\Case2-0.725-15.0-60D_30,0.160520,0.160520
case_files\Case2-0.725-15.25-60D_30,0.160440,0.160440
case_files\Case2-0.725-15.5-60D_30,0.160352,0.160352
case_files\Case2-0.725-15.75-60D_30,0.160255,0.160255
case_files\Case2-0.725-16.0-60D_30,0.160149,0.160149
case_files\Case2-0.725-16.25-60D_30,0.160036,0.160036
case_files\Case2-0.725-16.5-60D_30,0.159915,0.159915
case_files\Case2-0.725-16.75-60D_30,0.159789,0.159789
case_files\Case2-0.725-17.0-60D_30,0.159655,0.159655
case_files\Case2-0.75-8.0-60D_30,0.142770,0.142770
case_files\Case2-0.75-8.25-60D_30,0.143370,0.143370
case_files\Case2-0.75-8.5-60D_30,0.143920,0.143920
case_files\Case2-0.75-8.75-60D_30,0.144431,0.144431
case_files\Case2-0.75-9.0-60D_30,0.144900,0.144900
case_files\Case2-0.75-9.25-60D_30,0.145334,0.145334
case_files\Case2-0.75-9.5-60D_30,0.145731,0.145731
case_files\Case2-0.75-9.75-60D_30,0.146097,0.146097
case_files\Case2-0.75-10.0-60D_30,0.146433,0.146433
case_files\Case2-0.75-10.25-60D_30,0.146738,0.146738
case_files\Case2-0.75-10.5-60D_30,0.147017,0.147017
case_files\Case2-0.75-10.75-60D_30,0.147272,0.147272
case_files\Case2-0.75-11.0-60D_30,0.147502,0.147502
case_files\Case2-0.75-11.25-60D_30,0.147710,0.147710
case_files\Case2-0.75-11.5-60D_30,0.147896,0.147896
case_files\Case2-0.75-11.75-60D_30,0.148063,0.148063
case_files\Case2-0.75-12.0-60D_30,0.148211,0.148211
case_files\Case2-0.75-12.25-60D_30,0.148342,0.148342
case_files\Case2-0.75-12.5-60D_30,0.148456,0.148456
case_files\Case2-0.75-12.75-60D_30,0.148553,0.148553
case_files\Case2-0.75-13.0-60D_30,0.148636,0.148636
case_files\Case2-0.75-13.25-60D_30,0.148703,0.148703
case_files\Case2-0.75-13.5-60D_30,0.148757,0.148757
case_files\Case2-0.75-13.75-60D_30,0.148800,0.148800
case_files\Case2-0.75-14.0-60D_30,0.148829,0.148829
case_files\Case2-0.75-14.25-60D_30,0.148847,0.148847
case_files\Case2-0.75-14.5-60D_30,0.148854,0.148854
case_files\Case2-0.75-14.75-60D_30,0.148851,0.148851
case_files\Case2-0.75-15.0-60D_30,0.148837,0.148837
case_files\Case2-0.75-15.25-60D_30,0.148815,0.148815
case_files\Case2-0.75-15.5-60D_30,0.148782,0.148782
case_files\Case2-0.75-15.75-60D_30,0.148740,0.148740
case_files\Case2-0.75-16.0-60D_30,0.148691,0.148691
case_files\Case2-0.75-16.25-60D_30,0.148633,0.148633
case_files\Case2-0.75-16.5-60D_30,0.148569,0.148569
case_files\Case2-0.75-16.75-60D_30,0.148498,0.148498
case_files\Case2-0.75-17.0-60D_30,0.148420,0.148420
case_files\Case2-0.775-8.0-60D_30,0.130857,0.130857
case_files\Case2-0.775-8.25-60D_30,0.131482,0.131482
case_files\Case2-0.775-8.5-60D_30,0.132067,0.132067
case_files\Case2-0.775-8.75-60D_30,0.132607,0.132607
case_files\Case2-0.775-9.0-60D_30,0.133109,0.133109
case_files\Case2-0.775-9.25-60D_30,0.133576,0.133576
case_files\Case2-0.775-9.5-60D_30,0.134009,0.134009
case_files\Case2-0.775-9.75-60D_30,0.134413,0.134413
case_files\Case2-0.775-10.0-60D_30,0.134786,0.134786
case_files\Case2-0.775-10.25-60D_30,0.135131,0.135131
case_files\Case2-0.775-10.5-60D_30,0.135450,0.135450
case_files\Case2-0.775-10.75-60D_30,0.135745,0.135745
case_files\Case2-0.775-11.0-60D_30,0.136017,0.136017
case_files\Case2-0.775-11.25-60D_30,0.136268,0.136268
case_files\Case2-0.775-11.5-60D_30,0.136498,0.136498
case_files\Case2-0.775-11.75-60D_30,0.136707,0.136707
case_files\Case2-0.775-12.0-60D_30,0.136898,0.136898
case_files\Case2-0.775-12.25-60D_30,0.137074,0.137074
case_files\Case2-0.775-12.5-60D_30,0.137232,0.137232
case_files\Case2-0.775-12.75-60D_30,0.137374,0.137374
case_files\Case2-0.775-13.0-60D_30,0.137502,0.137502
case_files\Case2-0.775-13.25-60D_30,0.137615,0.137615
case_files\Case2-0.775-13.5-60D_30,0.137715,0.137715
case_files\Case2-0.775-13.75-60D_30,0.137803,0.137803
case_files\Case2-0.775-14.0-60D_30,0.137878,0.137878
case_files\Case2-0.775-14.25-60D_30,0.137942,0.137942
case_files\Case2-0.775-14.5-60D_30,0.137996,0.137996
case_files\Case2-0.775-14.75-60D_30,0.138038,0.138038
case_files\Case2-0.775-15.0-60D_30,0.138072,0.138072
case_files\Case2-0.775-15.25-60D_30,0.138094,0.138094
case_files\Case2-0.775-15.5-60D_30,0.138108,0.138108
case_files\Case2-0.775-15.75-60D_30,0.138113,0.138113
case_files\Case2-0.775-16.0-60D_30,0.138111,0.138111
case_files\Case2-0.775-16.25-60D_30,0.138100,0.138100
case_files\Case2-0.775-16.5-60D_30,0.138082,0.138082
case_files\Case2-0.775-16.75-60D_30,0.138057,0.138057
case_files\Case2-0.775-17.0-60D_30,0.138024,0.138024
case_files\Case2-0.8-8.0-60D_30,0.120104,0.120104
case_files\Case2-0.8-8.25-60D_30,0.120743,0.120743
case_files\Case2-0.8-8.5-60D_30,0.121341,0.121341
case_files\Case2-0.8-8.75-60D_30,0.121904,0.121904
case_files\Case2-0.8-9.0-60D_30,0.122428,0.122428
case_files\Case2-0.8-9.25-60D_30,0.122916,0.122916
case_files\Case2-0.8-9.5-60D_30,0.123374,0.123374
case_files\Case2-0.8-9.75-60D_30,0.123805,0.123805
case_files\Case2-0.8-10.0-60D_30,0.124205,0.124205
case_files\Case2-0.8-10.25-60D_30,0.124578,0.124578
case_files\Case2-0.8-10.5-60D_30,0.124927,0.124927
case_files\Case2-0.8-10.75-60D_30,0.125252,0.125252
case_files\Case2-0.8-11.0-60D_30,0.125554,0.125554
case_files\Case2-0.8-11.25-60D_30,0.125835,0.125835
case_files\Case2-0.8-11.5-60D_30,0.126099,0.126099
case_files\Case2-0.8-11.75-60D_30,0.126341,0.126341
case_files\Case2-0.8-12.0-60D_30,0.126567,0.126567
case_files\Case2-0.8-12.25-60D_30,0.126775,0.126775
case_files\Case2-0.8-12.5-60D_30,0.126968,0.126968
case_files\Case2-0.8-12.75-60D_30,0.127145,0.127145
case_files\Case2-0.8-13.0-60D_30,0.127308,0.127308
case_files\Case2-0.8-13.25-60D_30,0.127458,0.127458
case_files\Case2-0.8-13.5-60D_30,0.127595,0.127595
case_files\Case2-0.8-13.75-60D_30,0.127720,0.127720
case_files\Case2-0.8-14.0-60D_30,0.127832,0.127832
case_files\Case2-0.8-14.25-60D_30,0.127933,0.127933
case_files\Case2-0.8-14.5-60D_30,0.128023,0.128023
case_files\Case2-0.8-14.75-60D_30,0.128103,0.128103
case_files\Case2-0.8-15.0-60D_30,0.128173,0.128173
case_files\Case2-0.8-15.25-60D_30,0.128234,0.128234
case_files\Case2-0.8-15.5-60D_30,0.128286,0.128286
case_files\Case2-0.8-15.75-60D_30,0.128329,0.128329
case_files\Case2-0.8-16.0-60D_30,0.128364,0.128364
case_files\Case2-0.8-16.25-60D_30,0.128391,0.128391
case_files\Case2-0.8-16.5-60D_30,0.128411,0.128411
case_files\Case2-0.8-16.75-60D_30,0.128424,0.128424
case_files\Case2-0.8-17.0-60D_30,0.128430,0.128430
case_files\Case2-0.825-8.0-60D_30,0.110404,0.110404
case_files\Case2-0.825-8.25-60D_30,0.111048,0.111048
case_files\Case2-0.825-8.5-60D_30,0.111656,0.111656
case_files\Case2-0.825-8.75-60D_30,0.112228,0.112228
case_files\Case2-0.825-9.0-60D_30,0.112761,0.112761
case_files\Case2-0.825-9.25-60D_30,0.113264,0.113264
case_files\Case2-0.825-9.5-60D_30,0.113739,0.113739
case_files\Case2-0.825-9.75-60D_30,0.114184,0.114184
case_files\Case2-0.825-10.0-60D_30,0.114601,0.114601
case_files\Case2-0.825-10.25-60D_30,0.114991,0.114991
case_files\Case2-0.825-10.5-60D_30,0.115362,0.115362
case_files\Case2-0.825-10.75-60D_30,0.115710,0.115710
case_files\Case2-0.825-11.0-60D_30,0.116036,0.116036
case_files\Case2-0.825-11.25-60D_30,0.116341,0.116341
case_files\Case2-0.825-11.5-60D_30,0.116626,0.116626
case_files\Case2-0.825-11.75-60D_30,0.116894,0.116894
case_files\Case2-0.825-12.0-60D_30,0.117144,0.117144
case_files\Case2-0.825-12.25-60D_30,0.117379,0.117379
case_files\Case2-0.825-12.5-60D_30,0.117598,0.117598
case_files\Case2-0.825-12.75-60D_30,0.117802,0.117802
case_files\Case2-0.825-13.0-60D_30,0.117993,0.117993
case_files\Case2-0.825-13.25-60D_30,0.118171,0.118171
case_files\Case2-0.825-13.5-60D_30,0.118335,0.118335
case_files\Case2-0.825-13.75-60D_30,0.118488,0.118488
case_files\Case2-0.825-14.0-60D_30,0.118629,0.118629
case_files\Case2-0.825-14.25-60D_30,0.118759,0.118759
case_files\Case2-0.825-14.5-60D_30,0.118878,0.118878
case_files\Case2-0.825-14.75-60D_30,0.118987,0.118987
case_files\Case2-0.825-15.0-60D_30,0.119087,0.119087
case_files\Case2-0.825-15.25-60D_30,0.119178,0.119178
case_files\Case2-0.825-15.5-60D_30,0.119261,0.119261
case_files\Case2-0.825-15.75-60D_30,0.119335,0.119335
case_files\Case2-0.825-16.0-60D_30,0.119401,0.119401
case_files\Case2-0.825-16.25-60D_30,0.119459,0.119459
case_files\Case2-0.825-16.5-60D_30,0.119510,0.119510
case_files\Case2-0.825-16.75-60D_30,0.119554,0.119554
case_files\Case2-0.825-17.0-60D_30,0.119590,0.119590
case_files\Case2-0.85-8.0-60D_30,0.101665,0.101665
case_files\Case2-0.85-8.25-60D_30,0.102307,0.102307
case_files\Case2-0.85-8.5-60D_30,0.102914,0.102914
case_files\Case2-0.85-8.75-60D_30,0.103485,0.103485
case_files\Case2-0.85-9.0-60D_30,0.104025,0.104025
case_files\Case2-0.85-9.25-60D_30,0.104536,0.104536
case_files\Case2-0.85-9.5-60D_30,0.105015,0.105015
case_files\Case2-0.85-9.75-60D_30,0.105470,0.105470
case_files\Case2-0.85-10.0-60D_30,0.105900,0.105900
case_files\Case2-0.85-10.25-60D_30,0.106303,0.106303
case_files\Case2-0.85-10.5-60D_30,0.106682,0.106682
case_files\Case2-0.85-10.75-60D_30,0.107041,0.107041
case_files\Case2-0.85-11.0-60D_30,0.107383,0.107383
case_files\Case2-0.85-11.25-60D_30,0.107706,0.107706
case_files\Case2-0.85-11.5-60D_30,0.108009,0.108009
case_files\Case2-0.85-11.75-60D_30,0.108294,0.108294
case_files\Case2-0.85-12.0-60D_30,0.108562,0.108562
case_files\Case2-0.85-12.25-60D_30,0.108815,0.108815
case_files\Case2-0.85-12.5-60D_30,0.109052,0.109052
case_files\Case2-0.85-12.75-60D_30,0.109278,0.109278
case_files\Case2-0.85-13.0-60D_30,0.109490,0.109490
case_files\Case2-0.85-13.25-60D_30,0.109689,0.109689
case_files\Case2-0.85-13.5-60D_30,0.109875,0.109875
case_files\Case2-0.85-13.75-60D_30,0.110049,0.110049
case_files\Case2-0.85-14.0-60D_30,0.110213,0.110213
case_files\Case2-0.85-14.25-60D_30,0.110366,0.110366
case_files\Case2-0.85-14.5-60D_30,0.110510,0.110510
case_files\Case2-0.85-14.75-60D_30,0.110642,0.110642
case_files\Case2-0.85-15.0-60D_30,0.110765,0.110765
case_files\Case2-0.85-15.25-60D_30,0.110879,0.110879
case_files\Case2-0.85-15.5-60D_30,0.110985,0.110985
case_files\Case2-0.85-15.75-60D_30,0.111083,0.111083
case_files\Case2-0.85-16.0-60D_30,0.111173,0.111173
case_files\Case2-0.85-16.25-60D_30,0.111257,0.111257
case_files\Case2-0.85-16.5-60D_30,0.111333,0.111333
case_files\Case2-0.85-16.75-60D_30,0.111402,0.111402
case_files\Case2-0.85-17.0-60D_30,0.111465,0.111465
case_files\Case2-0.875-8.0-60D_30,0.937872E-01,0.937872E-01
case_files\Case2-0.875-8.25-60D_30,0.944213E-01,0.944213E-01
case_files\Case2-0.875-8.5-60D_30,0.950221E-01,0.950221E-01
case_files\Case2-0.875-8.75-60D_30,0.955903E-01,0.955903E-01
case_files\Case2-0.875-9.0-60D_30,0.961277E-01,0.961277E-01
case_files\Case2-0.875-9.25-60D_30,0.966382E-01,0.966382E-01
case_files\Case2-0.875-9.5-60D_30,0.971209E-01,0.971209E-01
case_files\Case2-0.875-9.75-60D_30,0.975770E-01,0.975770E-01
case_files\Case2-0.875-10.0-60D_30,0.980101E-01,0.980101E-01
case_files\Case2-0.875-10.25-60D_30,0.984215E-01,0.984215E-01
case_files\Case2-0.875-10.5-60D_30,0.988096E-01,0.988096E-01
case_files\Case2-0.875-10.75-60D_30,0.991777E-01,0.991777E-01
case_files\Case2-0.875-11.0-60D_30,0.995284E-01,0.995284E-01
case_files\Case2-0.875-11.25-60D_30,0.998613E-01,0.998613E-01
case_files\Case2-0.875-11.5-60D_30,0.100174,0.100174
case_files\Case2-0.875-11.75-60D_30,0.100470,0.100470
case_files\Case2-0.875-12.0-60D_30,0.100749,0.100749
case_files\Case2-0.875-12.25-60D_30,0.101016,0.101016
case_files\Case2-0.875-12.5-60D_30,0.101269,0.101269
case_files\Case2-0.875-12.75-60D_30,0.101509,0.101509
case_files\Case2-0.875-13.0-60D_30,0.101736,0.101736
case_files\Case2-0.875-13.25-60D_30,0.101951,0.101951
case_files\Case2-0.875-13.5-60D_30,0.102153,0.102153
case_files\Case2-0.875-13.75-60D_30,0.102343,0.102343
case_files\Case2-0.875-14.0-60D_30,0.102523,0.102523
case_files\Case2-0.875-14.25-60D_30,0.102692,0.102692
case_files\Case2-0.875-14.5-60D_30,0.102852,0.102852
case_files\Case2-0.875-14.75-60D_30,0.103004,0.103004
case_files\Case2-0.875-15.0-60D_30,0.103146,0.103146
case_files\Case2-0.875-15.25-60D_30,0.103280,0.103280
case_files\Case2-0.875-15.5-60D_30,0.103404,0.103404
case_files\Case2-0.875-15.75-60D_30,0.103522,0.103522
case_files\Case2-0.875-16.0-60D_30,0.103631,0.103631
case_files\Case2-0.875-16.25-60D_30,0.103734,0.103734
case_files\Case2-0.875-16.5-60D_30,0.103830,0.103830
case_files\Case2-0.875-16.75-60D_30,0.103919,0.103919
case_files\Case2-0.875-17.0-60D_30,0.104002,0.104002
case_files\Case2-0.9-8.0-60D_30,0.866716E-01,0.866716E-01
case_files\Case2-0.9-8.25-60D_30,0.872968E-01,0.872968E-01
case_files\Case2-0.9-8.5-60D_30,0.878910E-01,0.878910E-01
case_files\Case2-0.9-8.75-60D_30,0.884518E-01,0.884518E-01
case_files\Case2-0.9-9.0-60D_30,0.889859E-01,0.889859E-01
case_files\Case2-0.9-9.25-60D_30,0.894914E-01,0.894914E-01
case_files\Case2-0.9-9.5-60D_30,0.899716E-01,0.899716E-01
case_files\Case2-0.9-9.75-60D_30,0.904280E-01,0.904280E-01
case_files\Case2-0.9-10.0-60D_30,0.908620E-01,0.908620E-01
case_files\Case2-0.9-10.25-60D_30,0.912731E-01,0.912731E-01
case_files\Case2-0.9-10.5-60D_30,0.916633E-01,0.916633E-01
case_files\Case2-0.9-10.75-60D_30,0.920349E-01,0.920349E-01
case_files\Case2-0.9-11.0-60D_30,0.923897E-01,0.923897E-01
case_files\Case2-0.9-11.25-60D_30,0.927264E-01,0.927264E-01
case_files\Case2-0.9-11.5-60D_30,0.930459E-01,0.930459E-01
case_files\Case2-0.9-11.75-60D_30,0.933498E-01,0.933498E-01
case_files\Case2-0.9-12.0-60D_30,0.936402E-01,0.936402E-01
case_files\Case2-0.9-12.25-60D_30,0.939164E-01,0.939164E-01
case_files\Case2-0.9-12.5-60D_30,0.941780E-01,0.941780E-01
case_files\Case2-0.9-12.75-60D_30,0.944256E-01,0.944256E-01
case_files\Case2-0.9-13.0-60D_30,0.946609E-01,0.946609E-01
case_files\Case2-0.9-13.25-60D_30,0.948863E-01,0.948863E-01
case_files\Case2-0.9-13.5-60D_30,0.951003E-01,0.951003E-01
case_files\Case2-0.9-13.75-60D_30,0.953041E-01,0.953041E-01
case_files\Case2-0.9-14.0-60D_30,0.954979E-01,0.954979E-01
